,price,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,region
90280,1475.0,850.0,2.0,2.0,1,1,0,0,0,0,laundry in bldg,detached garage,41.9472,-87.6674,5.0
90281,1500.0,570.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9719,-87.6624,0.0
90282,1559.0,509.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,unknown,41.8911,-87.6177,1.0
90284,1140.0,800.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,detached garage,41.9796,-87.6847,0.0
90285,2850.0,1100.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9209,-87.7043,3.0
90286,1095.0,500.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9543,-87.6575,5.0
90287,1200.0,1500.0,3.0,1.0,0,0,0,0,0,0,no laundry on site,street parking,41.7681,-87.6123,7.0
90288,1840.0,700.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.9229,-87.6483,5.0
90289,1075.0,400.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9229,-87.6483,5.0
90290,2500.0,1400.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9719,-87.6624,0.0
90291,2025.0,1000.0,2.0,2.0,1,1,1,0,0,0,laundry in bldg,street parking,41.8426,-87.6306,4.0
90292,930.0,400.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,42.0091,-87.6683,6.0
90296,895.0,700.0,1.0,1.0,1,1,1,0,0,0,no laundry on site,off-street parking,42.0176,-87.6778,6.0
90298,1020.0,500.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9412,-87.6447,5.0
90299,1944.0,950.0,2.0,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9909,-87.6629,6.0
90300,2350.0,1300.0,3.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9209,-87.7043,3.0
90302,1650.0,700.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,41.9033,-87.6336,1.0
90303,2600.0,1800.0,3.0,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.9703,-87.7042,0.0
90304,1600.0,518.0,0.0,1.0,1,1,1,1,0,1,laundry in bldg,attached garage,41.9488,-87.6437,5.0
90306,1134.0,400.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9543,-87.6575,5.0
90307,2399.0,653.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,attached garage,41.8814,-87.64299999999999,4.0
90310,1425.0,678.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9209,-87.7043,3.0
90316,3095.0,1900.0,4.0,2.0,1,1,1,0,0,0,w/d in unit,street parking,41.9209,-87.7043,3.0
90317,1650.0,1000.0,2.0,1.0,1,0,1,0,0,0,w/d in unit,street parking,41.9719,-87.6624,0.0
90318,1500.0,1050.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9501,-87.7166,8.0
90319,1350.0,950.0,2.0,1.0,0,1,1,0,0,0,laundry in bldg,street parking,41.9403,-87.71600000000002,3.0
90321,1375.0,1100.0,3.0,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,41.9202,-87.7535,8.0
90322,1510.0,700.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9399,-87.6528,5.0
90325,1625.0,1000.0,2.0,1.0,1,0,0,0,0,0,laundry in bldg,off-street parking,41.9768,-87.6645,0.0
90330,1895.0,700.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9028,-87.6657,9.0
90331,3370.0,1217.0,2.0,2.0,1,1,0,0,0,0,w/d in unit,unknown,41.8971,-87.6223,1.0
90332,2650.0,1700.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9019,-87.6779,9.0
90335,2895.0,1200.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.9028,-87.6657,9.0
90338,1598.0,720.0,1.0,1.0,1,1,0,0,0,0,laundry in bldg,attached garage,41.9033,-87.6336,1.0
90341,2400.0,1600.0,3.0,2.0,1,1,1,0,0,1,w/d in unit,off-street parking,41.8956,-87.7067,3.0
90345,2799.0,1850.0,3.0,2.0,1,1,0,0,0,0,w/d in unit,unknown,41.949,-87.663,5.0
90347,1400.0,1000.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,street parking,42.0086,-87.6947,6.0
90349,1750.0,1300.0,3.0,1.5,0,0,1,0,0,0,w/d hookups,street parking,41.993,-87.7596,8.0
90352,1600.0,1800.0,1.0,1.0,0,0,0,0,0,0,w/d in unit,street parking,41.9107,-87.6422,1.0
90353,2200.0,1000.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9176,-87.6836,9.0
90354,1275.0,480.0,1.0,1.0,1,1,1,0,0,0,laundry on site,street parking,42.0151,-87.6689,6.0
90355,2300.0,1000.0,3.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9176,-87.6836,9.0
90356,995.0,1000.0,1.0,1.0,0,0,1,0,0,0,laundry on site,street parking,41.9424,-87.7485,8.0
90360,3350.0,1800.0,3.0,2.0,1,1,0,0,0,0,w/d in unit,street parking,41.9129,-87.6935,3.0
90362,1795.0,1024.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.9703,-87.7042,0.0
90363,2350.0,1200.0,3.0,2.0,1,1,1,0,0,0,w/d in unit,street parking,41.8515,-87.6694,4.0
90364,2500.0,1400.0,3.0,2.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.9019,-87.6779,9.0
90365,2350.0,824.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9537,-87.6548,5.0
90366,1000.0,650.0,2.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.8436,-87.6436,4.0
90367,2300.0,1100.0,2.0,2.0,0,1,1,1,0,0,w/d in unit,attached garage,41.9719,-87.6624,0.0
90368,2300.0,1250.0,2.0,2.0,0,0,1,0,0,0,w/d in unit,detached garage,41.9453,-87.7474,8.0
90369,1660.0,593.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,unknown,41.8818,-87.6427,4.0
90370,1540.0,900.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,street parking,41.9445,-87.6569,5.0
90372,1950.0,1800.0,3.0,2.0,1,0,1,0,0,0,w/d in unit,detached garage,42.0086,-87.6947,6.0
90373,1575.0,623.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9537,-87.6548,5.0
90374,1875.0,800.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.8426,-87.6306,4.0
90375,2375.0,1200.0,3.0,2.0,1,1,1,0,0,0,w/d in unit,street parking,41.8515,-87.6694,4.0
90378,1850.0,1100.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,detached garage,41.9092,-87.6717,9.0
90379,820.0,1200.0,3.0,1.0,0,0,1,0,0,0,no laundry on site,street parking,41.7445,-87.5465,11.0
90380,925.0,400.0,0.0,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,41.9858,-87.65700000000002,6.0
90381,1800.0,850.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,attached garage,41.8713,-87.6277,4.0
90383,2400.0,1700.0,2.0,1.0,1,1,1,0,0,1,laundry in bldg,detached garage,41.9257,-87.7121,3.0
90385,1420.0,740.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9866,-87.6654,6.0
90386,1432.0,1100.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9689,-87.6765,0.0
90387,2400.0,1700.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,detached garage,41.9257,-87.7121,3.0
90388,1465.0,900.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9526,-87.666,5.0
90391,1525.0,800.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9008,-87.6528,1.0
90392,1595.0,793.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9209,-87.7043,3.0
90393,1595.0,1200.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,detached garage,41.9471,-87.6678,5.0
90394,1600.0,1400.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9687,-87.6965,0.0
90395,1600.0,900.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9233,-87.6896,3.0
90396,1650.0,1350.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.93600000000001,-87.676,5.0
90397,1500.0,1350.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9619,-87.6527,5.0
90398,1495.0,732.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,42.0172,-87.6686,6.0
90399,1495.0,900.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9632,-87.6888,0.0
90400,1495.0,700.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,42.0193,-87.6722,6.0
90401,1495.0,950.0,2.0,1.0,1,0,1,0,0,0,w/d in unit,street parking,41.9667,-87.7073,0.0
90402,795.0,400.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9653,-87.6712,0.0
90404,1225.0,600.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9632,-87.6888,0.0
90407,1225.0,710.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9614,-87.6936,0.0
90409,1195.0,850.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9734,-87.6781,0.0
90410,1175.0,700.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9749,-87.6602,0.0
90412,1150.0,600.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9686,-87.6977,0.0
90413,1150.0,700.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9833,-87.6897,0.0
90414,1140.0,800.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,detached garage,41.9796,-87.6847,0.0
90416,1125.0,750.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,41.9858,-87.65700000000002,6.0
90419,1002.0,700.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9875,-87.6585,6.0
90420,1695.0,1000.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.951,-87.6579,5.0
90421,1730.0,1000.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,street parking,41.9467,-87.6472,5.0
90422,1750.0,1200.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9543,-87.6774,0.0
90423,1350.0,1000.0,2.0,1.0,1,1,1,0,0,1,w/d hookups,detached garage,41.9209,-87.7043,3.0
90425,1750.0,729.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9191,-87.71700000000001,3.0
90426,1640.0,1000.0,2.0,1.0,0,0,1,0,0,0,laundry on site,street parking,41.9354,-87.6524,5.0
90427,1850.0,1500.0,4.0,2.5,1,1,1,0,0,0,w/d in unit,street parking,41.9558,-87.7181,8.0
90430,900.0,700.0,1.0,1.0,0,0,1,0,0,0,laundry in bldg,street parking,41.9679,-87.74,8.0
90431,1595.0,1200.0,3.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9682,-87.7219,8.0
90432,1425.0,900.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9694,-87.7062,0.0
90433,2600.0,1200.0,3.0,2.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9587,-87.6469,5.0
90435,995.0,400.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9345,-87.6566,5.0
90436,2795.0,1400.0,3.0,2.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9336,-87.6542,5.0
90437,1200.0,600.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9493,-87.7668,8.0
90438,1310.0,700.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9533,-87.6765,0.0
90439,2991.0,1000.0,2.0,2.0,1,0,1,0,0,0,laundry in bldg,off-street parking,41.904,-87.6301,1.0
90440,3095.0,1900.0,4.0,2.0,1,1,1,0,0,0,w/d in unit,street parking,41.9234,-87.6854,9.0
90441,1150.0,800.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9544,-87.7492,8.0
90442,2400.0,1900.0,2.0,2.0,0,0,1,0,0,0,laundry in bldg,detached garage,41.9386,-87.6554,5.0
90444,1250.0,900.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9604,-87.7573,8.0
90445,2350.0,1649.0,4.0,1.5,1,0,1,0,0,0,laundry on site,street parking,41.9368,-87.6446,5.0
90446,1320.0,500.0,0.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.966,-87.6841,0.0
90457,2075.0,1300.0,2.0,2.0,1,1,0,0,0,0,w/d in unit,street parking,41.905,-87.6346,1.0
90463,930.0,700.0,0.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,42.0151,-87.6686,6.0
90466,1800.0,1000.0,2.0,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,41.9277,-87.6589,5.0
90467,2000.0,2000.0,3.0,2.0,0,0,0,0,0,0,laundry in bldg,detached garage,41.8011,-87.6057,7.0
90468,2400.0,850.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,attached garage,41.8818,-87.6502,4.0
90469,2995.0,1200.0,2.0,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.9086,-87.62899999999998,1.0
90470,2425.0,1800.0,3.0,1.0,1,1,0,0,0,1,laundry in bldg,detached garage,41.9678,-87.685,0.0
90473,1375.0,1200.0,2.0,2.0,0,0,1,0,0,0,laundry on site,street parking,41.8783,-87.6995,9.0
90474,910.0,700.0,1.0,1.0,0,0,0,0,0,1,laundry in bldg,street parking,41.9586,-87.6533,5.0
90479,2950.0,1044.0,2.0,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.9474,-87.6545,5.0
90481,3167.0,1186.0,2.0,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.9474,-87.6545,5.0
90482,2596.0,872.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.9473,-87.6567,5.0
90483,2320.0,757.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.9474,-87.6545,5.0
90484,2541.0,763.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.9474,-87.6545,5.0
90485,2225.0,689.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.9474,-87.6545,5.0
90486,1960.0,501.0,0.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.9474,-87.6545,5.0
90487,3350.0,1010.0,2.0,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8923,-87.6373,1.0
90488,3140.0,845.0,1.0,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8964,-87.64,1.0
90489,2735.0,655.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8964,-87.64,1.0
90491,2175.0,1250.0,2.0,1.0,0,0,0,0,0,0,w/d in unit,unknown,41.9399,-87.6572,5.0
90492,1300.0,658.0,0.0,1.0,0,0,0,0,0,0,laundry in bldg,no parking,41.8724,-87.6296,4.0
90494,1150.0,900.0,2.0,1.5,0,0,0,0,0,0,laundry in bldg,off-street parking,41.7044,-87.7737,10.0
90495,950.0,850.0,2.0,1.0,0,0,1,0,0,0,unknown,street parking,41.9462,-87.7446,8.0
90497,1650.0,1200.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9485,-87.6453,5.0
90498,1800.0,785.0,1.0,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.9308,-87.6418,5.0
90499,2762.0,1104.0,2.0,2.0,1,1,1,1,0,0,w/d in unit,attached garage,41.8891,-87.6419,1.0
90500,1475.0,700.0,1.0,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,41.9297,-87.6434,5.0
90501,2250.0,1100.0,3.0,1.5,0,0,0,0,0,0,w/d in unit,street parking,41.8733,-87.6617,4.0
90502,1548.0,484.0,0.0,1.0,1,0,1,0,0,0,w/d in unit,unknown,41.8965,-87.6374,1.0
90503,1496.0,563.0,0.0,1.0,1,1,1,1,0,0,w/d in unit,attached garage,41.8885,-87.6429,1.0
90504,1450.0,1000.0,2.0,1.0,0,0,0,0,0,0,unknown,street parking,41.9464,-87.7042,3.0
90505,1500.0,1200.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.949,-87.7031,0.0
90506,1900.0,1200.0,2.0,1.0,0,0,0,0,0,0,laundry in bldg,detached garage,41.917,-87.7002,3.0
90507,2399.0,1500.0,1.0,2.0,1,1,0,0,0,0,w/d in unit,attached garage,41.9058,-87.6868,9.0
90508,3200.0,1450.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,no parking,41.8845,-87.6278,1.0
90510,1850.0,1300.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,detached garage,41.9474,-87.6594,5.0
90512,1500.0,1400.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9227,-87.6841,9.0
90513,3000.0,2000.0,4.0,2.0,0,0,0,0,0,0,w/d in unit,detached garage,41.9947,-87.6662,6.0
90514,975.0,1100.0,2.0,1.0,0,0,0,0,0,0,laundry on site,street parking,41.6916,-87.6082,11.0
90515,1165.0,700.0,1.0,1.0,1,1,1,0,0,0,laundry on site,street parking,41.9581,-87.6687,0.0
90517,1375.0,1120.0,2.0,1.0,1,1,0,0,1,0,w/d in unit,street parking,41.9931,-87.6717,6.0
90519,2400.0,1775.0,2.0,1.5,1,1,0,0,0,0,laundry in bldg,attached garage,41.9257,-87.6407,5.0
90520,1907.0,610.0,1.0,1.0,1,0,1,1,0,0,w/d in unit,attached garage,41.8891,-87.6419,1.0
90521,850.0,620.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,unknown,41.6686,-87.6754,10.0
90523,1400.0,1000.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,carport,41.9754,-87.7269,8.0
90526,1395.0,1100.0,2.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9209,-87.7043,3.0
90530,1275.0,700.0,2.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.9445,-87.7232,8.0
90531,2175.0,900.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8954,-87.6423,1.0
90534,1195.0,800.0,2.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9386,-87.6855,0.0
90535,1600.0,1400.0,3.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9386,-87.6854,0.0
90536,2300.0,850.0,1.0,1.5,1,1,0,0,0,0,w/d in unit,street parking,41.8866,-87.6454,1.0
90537,1800.0,750.0,2.0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,41.8587,-87.6239,4.0
90538,1500.0,850.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.8967,-87.6909,9.0
90541,2978.0,1151.0,2.0,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8721,-87.6306,4.0
90542,2260.0,725.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8722,-87.6307,4.0
90543,1761.0,636.0,0.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8721,-87.6306,4.0
90544,1705.0,497.0,0.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8722,-87.6307,4.0
90545,2350.0,1200.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9455,-87.6702,5.0
90546,1900.0,1200.0,1.0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,41.8912,-87.6623,9.0
90547,1779.0,739.0,1.0,1.0,1,1,0,1,1,0,laundry in bldg,attached garage,41.8935,-87.6181,1.0
90549,1470.0,1350.0,3.0,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,41.9648,-87.7054,0.0
90550,1800.0,1300.0,3.0,1.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9523,-87.6873,0.0
90552,2995.0,1300.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,unknown,41.9008,-87.6528,1.0
90553,1795.0,875.0,3.0,1.0,1,1,1,0,0,0,laundry in bldg,unknown,41.9191,-87.7194,3.0
90555,1125.0,1000.0,1.0,1.0,1,0,0,0,0,0,w/d in unit,street parking,42.0095,-87.6689,6.0
90557,2745.0,1517.0,3.0,2.5,1,1,0,0,0,0,w/d in unit,attached garage,41.8657,-87.6242,4.0
90562,1100.0,1000.0,1.0,1.0,1,0,0,0,0,0,w/d in unit,street parking,42.0095,-87.6689,6.0
90572,1254.0,467.0,0.0,1.0,1,0,1,0,0,0,laundry in bldg,unknown,41.9033,-87.6336,1.0
90573,2380.0,860.0,1.0,1.0,1,1,1,1,1,1,w/d in unit,attached garage,41.8916,-87.6147,1.0
90574,2630.0,1800.0,3.0,2.0,1,1,1,0,0,0,w/d in unit,attached garage,41.9396,-87.7009,3.0
90578,2709.0,1195.0,2.0,2.0,1,0,0,0,0,0,laundry in bldg,unknown,41.9033,-87.6336,1.0
90593,2550.0,724.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.89100000000001,-87.6207,1.0
90594,2540.0,715.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.89100000000001,-87.6207,1.0
